ID_Venta;Producto_Ing;Producto;Categoría_Ing;Categoría;Precio;Cantidad;Edad;Género_Ing;Género;Descuento;Método de Pago_Ing;Descuento_Aplicado;Cantidad_Descontada;Método de Pago;Región_Ing;Región;Fecha_Venta;Ventas_Totales;Rango_Edad
10695;Laptop;Portátil;Electronics;Electrónica;733,78 €;10;61;Male;Masculino;17%;PayPal;Si;1.247,43 €;Paypal;Asia;Asia;13/4/23;6.090,37 €;Tercera Edad
10696;Smartphone;Móvil Inteligente;Electronics;Electrónica;701,00 €;5;62;Female;Femenino;7%;Bank Transfer;Si;245,35 €;Transferencia Bancaria;South America;América del Sur;19/9/24;3.259,65 €;Tercera Edad
10697;Smartwatch;Reloj Inteligente;Electronics;Electrónica;675,10 €;9;41;Female;Femenino;5%;PayPal;Si;303,80 €;Paypal;North America;América del Norte;1/2/24;5.772,11 €;Adultos Mayores
10698;Headphones;Auriculares;Accessories;Accesorios;704,22 €;1;50;Female;Femenino;10%;Bank Transfer;Si;70,42 €;Transferencia Bancaria;Asia;Asia;7/4/23;633,80 €;Adultos Mayores
10699;Headphones;Auriculares;Accessories;Accesorios;1.271,94 €;5;19;Female;Femenino;2%;Bank Transfer;Si;127,19 €;Transferencia Bancaria;Asia;Asia;17/3/24;6.232,51 €;Jóvenes
10700;Smartphone;Móvil Inteligente;Electronics;Electrónica;960,42 €;4;20;Male;Masculino;14%;Bank Transfer;Si;537,84 €;Transferencia Bancaria;Africa;África;20/5/23;3.303,84 €;Jóvenes
10701;Laptop;Portátil;Electronics;Electrónica;1.137,18 €;2;51;Female;Femenino;2%;Bank Transfer;Si;45,49 €;Transferencia Bancaria;Africa;África;19/7/24;2.228,87 €;Adultos Mayores
10702;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.336,87 €;5;53;Female;Femenino;11%;Bank Transfer;Si;735,28 €;Transferencia Bancaria;Asia;Asia;2/5/24;5.949,07 €;Adultos Mayores
10703;Tablet;Tablet;Electronics;Electrónica;463,00 €;1;64;Female;Femenino;15%;Bank Transfer;Si;69,45 €;Transferencia Bancaria;Asia;Asia;19/7/23;393,55 €;Tercera Edad
10704;Tablet;Tablet;Electronics;Electrónica;1.234,21 €;8;61;Male;Masculino;28%;Credit Card;Si;2.764,63 €;Tarjeta de Crédito;North America;América del Norte;7/9/24;7.109,05 €;Tercera Edad
10705;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.098,21 €;4;42;Female;Femenino;19%;PayPal;Si;834,64 €;Paypal;South America;América del Sur;10/8/24;3.558,20 €;Adultos Mayores
10706;Laptop;Portátil;Electronics;Electrónica;792,99 €;1;27;Male;Masculino;30%;Bank Transfer;Si;237,90 €;Transferencia Bancaria;North America;América del Norte;9/11/24;555,09 €;Adultos
10707;Headphones;Auriculares;Accessories;Accesorios;157,99 €;3;65;Female;Femenino;27%;Debit Card;Si;127,97 €;Tarjeta de Débito;South America;América del Sur;24/11/23;346,00 €;Tercera Edad
10708;Tablet;Tablet;Electronics;Electrónica;164,03 €;3;60;Female;Femenino;20%;Bank Transfer;Si;98,42 €;Transferencia Bancaria;South America;América del Sur;3/2/23;393,67 €;Tercera Edad
10709;Laptop;Portátil;Electronics;Electrónica;494,41 €;4;38;Male;Masculino;15%;Debit Card;Si;296,65 €;Tarjeta de Débito;South America;América del Sur;25/10/24;1.680,99 €;Adultos
10710;Headphones;Auriculares;Accessories;Accesorios;674,66 €;4;41;Female;Femenino;5%;Credit Card;Si;134,93 €;Tarjeta de Crédito;Europe;Europa;20/10/23;2.563,71 €;Adultos Mayores
10711;Smartwatch;Reloj Inteligente;Electronics;Electrónica;715,13 €;6;45;Male;Masculino;11%;Debit Card;Si;471,99 €;Tarjeta de Débito;North America;América del Norte;5/9/23;3.818,79 €;Adultos Mayores
10712;Smartphone;Móvil Inteligente;Electronics;Electrónica;363,33 €;2;39;Female;Femenino;21%;Credit Card;Si;152,60 €;Tarjeta de Crédito;Europe;Europa;1/1/24;574,06 €;Adultos
10713;Headphones;Auriculares;Accessories;Accesorios;1.242,57 €;1;22;Male;Masculino;29%;Debit Card;Si;360,35 €;Tarjeta de Débito;North America;América del Norte;23/11/24;882,22 €;Jóvenes
10714;Tablet;Tablet;Electronics;Electrónica;765,83 €;1;41;Female;Femenino;1%;Debit Card;Si;7,66 €;Tarjeta de Débito;Europe;Europa;28/9/23;758,17 €;Adultos Mayores
10715;Smartphone;Móvil Inteligente;Electronics;Electrónica;408,52 €;9;19;Female;Femenino;16%;Bank Transfer;Si;588,27 €;Transferencia Bancaria;Asia;Asia;12/1/25;3.088,41 €;Jóvenes
10716;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.168,04 €;3;38;Female;Femenino;28%;PayPal;Si;981,15 €;Paypal;South America;América del Sur;20/6/23;2.522,97 €;Adultos
10717;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.355,44 €;3;45;Female;Femenino;14%;Credit Card;Si;569,28 €;Tarjeta de Crédito;South America;América del Sur;4/11/23;3.497,04 €;Adultos Mayores
10718;Tablet;Tablet;Electronics;Electrónica;1.276,45 €;6;57;Male;Masculino;23%;Debit Card;Si;1.761,50 €;Tarjeta de Débito;Asia;Asia;7/3/24;5.897,20 €;Adultos Mayores
10719;Tablet;Tablet;Electronics;Electrónica;176,35 €;10;45;Female;Femenino;12%;PayPal;Si;211,62 €;Paypal;Europe;Europa;1/12/23;1.551,88 €;Adultos Mayores
10720;Smartphone;Móvil Inteligente;Electronics;Electrónica;82,13 €;4;55;Male;Masculino;20%;Credit Card;Si;65,70 €;Tarjeta de Crédito;Africa;África;4/12/24;262,82 €;Adultos Mayores
10721;Smartwatch;Reloj Inteligente;Electronics;Electrónica;251,78 €;2;39;Female;Femenino;16%;Credit Card;Si;80,57 €;Tarjeta de Crédito;South America;América del Sur;7/3/23;422,99 €;Adultos
10722;Tablet;Tablet;Electronics;Electrónica;832,53 €;4;56;Female;Femenino;15%;PayPal;Si;499,52 €;Paypal;Asia;Asia;9/3/24;2.830,60 €;Adultos Mayores
10723;Laptop;Portátil;Electronics;Electrónica;452,61 €;6;27;Female;Femenino;18%;Credit Card;Si;488,82 €;Tarjeta de Crédito;North America;América del Norte;31/5/24;2.226,84 €;Adultos
10724;Headphones;Auriculares;Accessories;Accesorios;465,74 €;4;47;Male;Masculino;23%;Credit Card;Si;428,48 €;Tarjeta de Crédito;South America;América del Sur;3/3/24;1.434,48 €;Adultos Mayores
10725;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.002,35 €;5;47;Male;Masculino;8%;Debit Card;Si;400,94 €;Tarjeta de Débito;North America;América del Norte;9/4/24;4.610,81 €;Adultos Mayores
10726;Headphones;Auriculares;Accessories;Accesorios;980,02 €;5;47;Female;Femenino;24%;Credit Card;Si;1.176,02 €;Tarjeta de Crédito;Africa;África;4/2/23;3.724,08 €;Adultos Mayores
10727;Laptop;Portátil;Electronics;Electrónica;1.481,62 €;5;58;Female;Femenino;15%;Bank Transfer;Si;1.111,22 €;Transferencia Bancaria;South America;América del Sur;29/10/24;6.296,88 €;Adultos Mayores
10728;Laptop;Portátil;Electronics;Electrónica;861,28 €;1;32;Female;Femenino;24%;Bank Transfer;Si;206,71 €;Transferencia Bancaria;Europe;Europa;4/6/23;654,57 €;Adultos
10729;Laptop;Portátil;Electronics;Electrónica;370,21 €;2;19;Female;Femenino;7%;PayPal;Si;51,83 €;Paypal;South America;América del Sur;19/1/25;688,59 €;Jóvenes
10730;Laptop;Portátil;Electronics;Electrónica;768,03 €;7;64;Female;Femenino;9%;Credit Card;Si;483,86 €;Tarjeta de Crédito;Asia;Asia;19/11/24;4.892,35 €;Tercera Edad
10731;Headphones;Auriculares;Accessories;Accesorios;433,95 €;5;61;Male;Masculino;18%;Credit Card;Si;390,56 €;Tarjeta de Crédito;Asia;Asia;8/11/23;1.779,20 €;Tercera Edad
10732;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.032,56 €;2;65;Female;Femenino;27%;Credit Card;Si;557,58 €;Tarjeta de Crédito;Asia;Asia;25/1/23;1.507,54 €;Tercera Edad
10733;Smartphone;Móvil Inteligente;Electronics;Electrónica;151,61 €;9;19;Female;Femenino;21%;PayPal;Si;286,54 €;Paypal;Asia;Asia;31/5/24;1.077,95 €;Jóvenes
10734;Tablet;Tablet;Electronics;Electrónica;722,03 €;3;56;Female;Femenino;29%;PayPal;Si;628,17 €;Paypal;North America;América del Norte;15/8/23;1.537,92 €;Adultos Mayores
10735;Headphones;Auriculares;Accessories;Accesorios;1.394,98 €;10;65;Male;Masculino;28%;Credit Card;Si;3.905,94 €;Tarjeta de Crédito;South America;América del Sur;7/6/24;10.043,86 €;Tercera Edad
10736;Tablet;Tablet;Electronics;Electrónica;635,01 €;9;45;Female;Femenino;10%;Credit Card;Si;571,51 €;Tarjeta de Crédito;North America;América del Norte;24/6/23;5.143,58 €;Adultos Mayores
10737;Laptop;Portátil;Electronics;Electrónica;814,21 €;8;64;Female;Femenino;10%;Bank Transfer;Si;651,37 €;Transferencia Bancaria;Africa;África;6/2/24;5.862,31 €;Tercera Edad
10738;Tablet;Tablet;Electronics;Electrónica;1.100,60 €;5;18;Female;Femenino;3%;Bank Transfer;Si;165,09 €;Transferencia Bancaria;Africa;África;14/4/23;5.337,91 €;Jóvenes
10739;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.083,65 €;6;63;Female;Femenino;26%;PayPal;Si;1.690,49 €;Paypal;Europe;Europa;27/7/24;4.811,41 €;Tercera Edad
10740;Headphones;Auriculares;Accessories;Accesorios;465,77 €;9;30;Female;Femenino;5%;Debit Card;Si;209,60 €;Tarjeta de Débito;Europe;Europa;26/12/23;3.982,33 €;Adultos
10741;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.014,94 €;4;32;Female;Femenino;27%;PayPal;Si;1.096,14 €;Paypal;Africa;África;26/2/23;2.963,62 €;Adultos
10742;Tablet;Tablet;Electronics;Electrónica;384,06 €;3;18;Female;Femenino;5%;Credit Card;Si;57,61 €;Tarjeta de Crédito;Asia;Asia;22/7/23;1.094,57 €;Jóvenes
10743;Smartwatch;Reloj Inteligente;Electronics;Electrónica;793,50 €;1;33;Male;Masculino;9%;Credit Card;Si;71,42 €;Tarjeta de Crédito;South America;América del Sur;9/6/24;722,09 €;Adultos
10744;Headphones;Auriculares;Accessories;Accesorios;502,24 €;10;56;Female;Femenino;10%;Credit Card;Si;502,24 €;Tarjeta de Crédito;Asia;Asia;30/11/23;4.520,16 €;Adultos Mayores
10745;Laptop;Portátil;Electronics;Electrónica;1.452,80 €;2;40;Female;Femenino;18%;Bank Transfer;Si;523,01 €;Transferencia Bancaria;Africa;África;16/10/24;2.382,59 €;Adultos Mayores
10746;Smartwatch;Reloj Inteligente;Electronics;Electrónica;620,55 €;5;19;Male;Masculino;12%;Debit Card;Si;372,33 €;Tarjeta de Débito;Europe;Europa;15/10/24;2.730,42 €;Jóvenes
10747;Tablet;Tablet;Electronics;Electrónica;1.375,56 €;1;50;Female;Femenino;10%;Debit Card;Si;137,56 €;Tarjeta de Débito;Africa;África;21/5/23;1.238,00 €;Adultos Mayores
10748;Laptop;Portátil;Electronics;Electrónica;781,61 €;8;59;Male;Masculino;12%;PayPal;Si;750,35 €;Paypal;Europe;Europa;15/5/23;5.502,53 €;Adultos Mayores
10749;Headphones;Auriculares;Accessories;Accesorios;1.084,48 €;9;56;Female;Femenino;8%;Debit Card;Si;780,83 €;Tarjeta de Débito;South America;América del Sur;5/10/23;8.979,49 €;Adultos Mayores
10750;Laptop;Portátil;Electronics;Electrónica;939,54 €;7;49;Female;Femenino;11%;Debit Card;Si;723,45 €;Tarjeta de Débito;South America;América del Sur;7/8/23;5.853,33 €;Adultos Mayores
10751;Headphones;Auriculares;Accessories;Accesorios;209,79 €;9;30;Female;Femenino;18%;Bank Transfer;Si;339,86 €;Transferencia Bancaria;South America;América del Sur;21/7/24;1.548,25 €;Adultos
10752;Smartphone;Móvil Inteligente;Electronics;Electrónica;361,98 €;3;52;Male;Masculino;16%;Debit Card;Si;173,75 €;Tarjeta de Débito;North America;América del Norte;9/1/24;912,19 €;Adultos Mayores
10753;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.127,15 €;5;28;Female;Femenino;27%;Bank Transfer;Si;1.521,65 €;Transferencia Bancaria;North America;América del Norte;19/9/23;4.114,10 €;Adultos
10754;Smartphone;Móvil Inteligente;Electronics;Electrónica;223,84 €;4;27;Female;Femenino;12%;Debit Card;Si;107,44 €;Tarjeta de Débito;Africa;África;21/7/24;787,92 €;Adultos
10755;Headphones;Auriculares;Accessories;Accesorios;904,92 €;8;41;Male;Masculino;28%;Bank Transfer;Si;2.027,02 €;Transferencia Bancaria;Europe;Europa;21/1/23;5.212,34 €;Adultos Mayores
10756;Smartwatch;Reloj Inteligente;Electronics;Electrónica;923,25 €;4;21;Female;Femenino;5%;Bank Transfer;Si;184,65 €;Transferencia Bancaria;Europe;Europa;6/5/24;3.508,35 €;Jóvenes
10757;Headphones;Auriculares;Accessories;Accesorios;263,36 €;8;26;Female;Femenino;17%;Debit Card;Si;358,17 €;Tarjeta de Débito;Asia;Asia;6/8/24;1.748,71 €;Adultos
10758;Laptop;Portátil;Electronics;Electrónica;889,27 €;7;38;Female;Femenino;18%;Credit Card;Si;1.120,48 €;Tarjeta de Crédito;Europe;Europa;6/10/23;5.104,41 €;Adultos
10759;Smartphone;Móvil Inteligente;Electronics;Electrónica;119,77 €;5;59;Female;Femenino;7%;Debit Card;Si;41,92 €;Tarjeta de Débito;Asia;Asia;6/2/25;556,93 €;Adultos Mayores
10760;Laptop;Portátil;Electronics;Electrónica;1.186,74 €;3;64;Male;Masculino;20%;PayPal;Si;712,04 €;Paypal;Asia;Asia;8/11/24;2.848,18 €;Tercera Edad
10761;Headphones;Auriculares;Accessories;Accesorios;577,21 €;5;37;Male;Masculino;17%;PayPal;Si;490,63 €;Paypal;Africa;África;15/5/24;2.395,42 €;Adultos
10762;Smartwatch;Reloj Inteligente;Electronics;Electrónica;317,37 €;3;40;Male;Masculino;20%;Credit Card;Si;190,42 €;Tarjeta de Crédito;Europe;Europa;8/7/23;761,69 €;Adultos Mayores
10763;Tablet;Tablet;Electronics;Electrónica;1.113,78 €;10;46;Male;Masculino;4%;PayPal;Si;445,51 €;Paypal;North America;América del Norte;24/5/24;10.692,29 €;Adultos Mayores
10764;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.205,62 €;8;42;Female;Femenino;11%;PayPal;Si;1.060,95 €;Paypal;Asia;Asia;10/2/24;8.584,01 €;Adultos Mayores
10765;Headphones;Auriculares;Accessories;Accesorios;680,63 €;3;35;Female;Femenino;6%;Bank Transfer;Si;122,51 €;Transferencia Bancaria;Asia;Asia;25/10/23;1.919,38 €;Adultos
10766;Headphones;Auriculares;Accessories;Accesorios;1.125,23 €;1;53;Female;Femenino;7%;PayPal;Si;78,77 €;Paypal;South America;América del Sur;13/1/24;1.046,46 €;Adultos Mayores
10767;Smartwatch;Reloj Inteligente;Electronics;Electrónica;754,49 €;3;51;Male;Masculino;17%;Debit Card;Si;384,79 €;Tarjeta de Débito;Asia;Asia;27/4/24;1.878,68 €;Adultos Mayores
10768;Smartwatch;Reloj Inteligente;Electronics;Electrónica;692,45 €;5;23;Female;Femenino;26%;Bank Transfer;Si;900,19 €;Transferencia Bancaria;Africa;África;21/11/24;2.562,07 €;Jóvenes
10769;Laptop;Portátil;Electronics;Electrónica;235,85 €;2;33;Male;Masculino;17%;Bank Transfer;Si;80,19 €;Transferencia Bancaria;Africa;África;8/4/23;391,51 €;Adultos
10770;Laptop;Portátil;Electronics;Electrónica;79,03 €;6;53;Female;Femenino;23%;PayPal;Si;109,06 €;Paypal;North America;América del Norte;19/2/24;365,12 €;Adultos Mayores
10771;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.050,61 €;3;40;Male;Masculino;10%;Bank Transfer;Si;315,18 €;Transferencia Bancaria;South America;América del Sur;9/11/24;2.836,65 €;Adultos Mayores
10772;Laptop;Portátil;Electronics;Electrónica;1.396,17 €;4;61;Female;Femenino;30%;Bank Transfer;Si;1.675,40 €;Transferencia Bancaria;South America;América del Sur;19/3/23;3.909,28 €;Tercera Edad
10773;Smartwatch;Reloj Inteligente;Electronics;Electrónica;485,81 €;7;22;Male;Masculino;1%;Credit Card;Si;34,01 €;Tarjeta de Crédito;Asia;Asia;2/5/24;3.366,66 €;Jóvenes
10774;Smartphone;Móvil Inteligente;Electronics;Electrónica;486,42 €;10;48;Female;Femenino;11%;Bank Transfer;Si;535,06 €;Transferencia Bancaria;Asia;Asia;10/8/24;4.329,14 €;Adultos Mayores
10775;Smartwatch;Reloj Inteligente;Electronics;Electrónica;472,80 €;3;35;Female;Femenino;12%;Credit Card;Si;170,21 €;Tarjeta de Crédito;Asia;Asia;28/4/24;1.248,19 €;Adultos
10776;Tablet;Tablet;Electronics;Electrónica;1.425,08 €;6;65;Male;Masculino;2%;Credit Card;Si;171,01 €;Tarjeta de Crédito;Asia;Asia;21/6/23;8.379,47 €;Tercera Edad
10777;Tablet;Tablet;Electronics;Electrónica;236,79 €;7;47;Female;Femenino;23%;Debit Card;Si;381,23 €;Tarjeta de Débito;Asia;Asia;1/12/23;1.276,30 €;Adultos Mayores
10778;Tablet;Tablet;Electronics;Electrónica;714,57 €;9;48;Female;Femenino;25%;Bank Transfer;Si;1.607,78 €;Transferencia Bancaria;Europe;Europa;26/9/23;4.823,35 €;Adultos Mayores
10779;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.130,48 €;8;45;Female;Femenino;29%;Credit Card;Si;2.622,71 €;Tarjeta de Crédito;Africa;África;11/6/23;6.421,13 €;Adultos Mayores
10780;Smartwatch;Reloj Inteligente;Electronics;Electrónica;634,19 €;3;56;Female;Femenino;27%;Bank Transfer;Si;513,69 €;Transferencia Bancaria;Europe;Europa;17/2/23;1.388,88 €;Adultos Mayores
10781;Headphones;Auriculares;Accessories;Accesorios;194,30 €;4;42;Female;Femenino;22%;Debit Card;Si;170,98 €;Tarjeta de Débito;Europe;Europa;28/2/23;606,22 €;Adultos Mayores
10782;Tablet;Tablet;Electronics;Electrónica;554,87 €;3;42;Male;Masculino;0%;Bank Transfer;No;0,00 €;Transferencia Bancaria;Asia;Asia;23/10/24;1.664,61 €;Adultos Mayores
10783;Smartwatch;Reloj Inteligente;Electronics;Electrónica;803,34 €;3;33;Female;Femenino;17%;Credit Card;Si;409,70 €;Tarjeta de Crédito;South America;América del Sur;12/6/24;2.000,32 €;Adultos
10784;Smartwatch;Reloj Inteligente;Electronics;Electrónica;243,07 €;4;62;Male;Masculino;13%;Bank Transfer;Si;126,40 €;Transferencia Bancaria;North America;América del Norte;8/11/24;845,88 €;Tercera Edad
10785;Headphones;Auriculares;Accessories;Accesorios;363,35 €;1;30;Male;Masculino;9%;PayPal;Si;32,70 €;Paypal;Africa;África;10/1/23;330,65 €;Adultos
10786;Smartwatch;Reloj Inteligente;Electronics;Electrónica;670,40 €;6;44;Male;Masculino;9%;Bank Transfer;Si;362,02 €;Transferencia Bancaria;Africa;África;18/9/23;3.660,38 €;Adultos Mayores
10787;Laptop;Portátil;Electronics;Electrónica;386,00 €;4;52;Male;Masculino;2%;Bank Transfer;Si;30,88 €;Transferencia Bancaria;North America;América del Norte;2/8/24;1.513,12 €;Adultos Mayores
10788;Headphones;Auriculares;Accessories;Accesorios;677,38 €;5;58;Female;Femenino;12%;Credit Card;Si;406,43 €;Tarjeta de Crédito;Europe;Europa;30/6/24;2.980,47 €;Adultos Mayores
10789;Laptop;Portátil;Electronics;Electrónica;135,68 €;9;22;Male;Masculino;19%;Bank Transfer;Si;232,01 €;Transferencia Bancaria;South America;América del Sur;28/1/25;989,11 €;Jóvenes
10790;Smartphone;Móvil Inteligente;Electronics;Electrónica;254,36 €;7;35;Female;Femenino;13%;Debit Card;Si;231,47 €;Tarjeta de Débito;Asia;Asia;25/6/23;1.549,05 €;Adultos
10791;Headphones;Auriculares;Accessories;Accesorios;76,47 €;5;28;Female;Femenino;23%;Debit Card;Si;87,94 €;Tarjeta de Débito;South America;América del Sur;4/5/24;294,41 €;Adultos
10792;Tablet;Tablet;Electronics;Electrónica;1.139,43 €;9;30;Male;Masculino;14%;Bank Transfer;Si;1.435,68 €;Transferencia Bancaria;South America;América del Sur;13/7/23;8.819,19 €;Adultos
10793;Tablet;Tablet;Electronics;Electrónica;1.099,36 €;7;61;Female;Femenino;26%;PayPal;Si;2.000,84 €;Paypal;Asia;Asia;4/10/23;5.694,68 €;Tercera Edad
10794;Laptop;Portátil;Electronics;Electrónica;820,70 €;10;32;Male;Masculino;20%;PayPal;Si;1.641,40 €;Paypal;Europe;Europa;2/4/24;6.565,60 €;Adultos
10795;Tablet;Tablet;Electronics;Electrónica;1.036,11 €;2;63;Female;Femenino;9%;Bank Transfer;Si;186,50 €;Transferencia Bancaria;Africa;África;12/12/24;1.885,72 €;Tercera Edad
10796;Laptop;Portátil;Electronics;Electrónica;230,31 €;9;40;Male;Masculino;7%;Credit Card;Si;145,10 €;Tarjeta de Crédito;Europe;Europa;4/2/24;1.927,69 €;Adultos Mayores
10797;Smartwatch;Reloj Inteligente;Electronics;Electrónica;634,32 €;9;34;Male;Masculino;14%;PayPal;Si;799,24 €;Paypal;Asia;Asia;29/10/23;4.909,64 €;Adultos
10798;Laptop;Portátil;Electronics;Electrónica;72,28 €;7;58;Female;Femenino;2%;Debit Card;Si;10,12 €;Tarjeta de Débito;Europe;Europa;28/6/24;495,84 €;Adultos Mayores
10799;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.109,41 €;2;45;Male;Masculino;17%;Credit Card;Si;377,20 €;Tarjeta de Crédito;South America;América del Sur;8/2/23;1.841,62 €;Adultos Mayores
10800;Smartphone;Móvil Inteligente;Electronics;Electrónica;631,79 €;4;55;Female;Femenino;5%;Credit Card;Si;126,36 €;Tarjeta de Crédito;Europe;Europa;3/4/24;2.400,80 €;Adultos Mayores
10801;Headphones;Auriculares;Accessories;Accesorios;119,06 €;7;43;Female;Femenino;24%;PayPal;Si;200,02 €;Paypal;Europe;Europa;25/3/23;633,40 €;Adultos Mayores
10802;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.193,23 €;5;21;Female;Femenino;14%;Credit Card;Si;835,26 €;Tarjeta de Crédito;South America;América del Sur;1/11/23;5.130,89 €;Jóvenes
10803;Laptop;Portátil;Electronics;Electrónica;65,21 €;4;64;Female;Femenino;14%;Debit Card;Si;36,52 €;Tarjeta de Débito;North America;América del Norte;17/11/23;224,32 €;Tercera Edad
10804;Headphones;Auriculares;Accessories;Accesorios;486,07 €;9;63;Female;Femenino;28%;Credit Card;Si;1.224,90 €;Tarjeta de Crédito;Asia;Asia;19/9/23;3.149,73 €;Tercera Edad
10805;Smartphone;Móvil Inteligente;Electronics;Electrónica;245,56 €;2;33;Female;Femenino;14%;Bank Transfer;Si;68,76 €;Transferencia Bancaria;Africa;África;15/10/24;422,36 €;Adultos
10806;Tablet;Tablet;Electronics;Electrónica;747,88 €;1;53;Male;Masculino;3%;Credit Card;Si;22,44 €;Tarjeta de Crédito;South America;América del Sur;14/10/23;725,44 €;Adultos Mayores
10807;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.343,96 €;1;50;Female;Femenino;23%;Credit Card;Si;309,11 €;Tarjeta de Crédito;South America;América del Sur;24/6/23;1.034,85 €;Adultos Mayores
10808;Tablet;Tablet;Electronics;Electrónica;1.267,97 €;8;26;Male;Masculino;25%;Debit Card;Si;2.535,94 €;Tarjeta de Débito;Europe;Europa;5/1/23;7.607,82 €;Adultos
10809;Headphones;Auriculares;Accessories;Accesorios;226,87 €;9;33;Female;Femenino;19%;Bank Transfer;Si;387,95 €;Transferencia Bancaria;North America;América del Norte;23/4/24;1.653,88 €;Adultos
10810;Smartwatch;Reloj Inteligente;Electronics;Electrónica;674,72 €;4;29;Female;Femenino;23%;Bank Transfer;Si;620,74 €;Transferencia Bancaria;Europe;Europa;30/8/24;2.078,14 €;Adultos
10811;Smartphone;Móvil Inteligente;Electronics;Electrónica;397,38 €;1;25;Male;Masculino;10%;Credit Card;Si;39,74 €;Tarjeta de Crédito;Africa;África;1/10/23;357,64 €;Adultos
10812;Tablet;Tablet;Electronics;Electrónica;1.421,88 €;10;48;Female;Femenino;8%;PayPal;Si;1.137,50 €;Paypal;North America;América del Norte;14/2/24;13.081,30 €;Adultos Mayores
10813;Smartphone;Móvil Inteligente;Electronics;Electrónica;858,32 €;9;28;Female;Femenino;14%;PayPal;Si;1.081,48 €;Paypal;North America;América del Norte;8/10/23;6.643,40 €;Adultos
10814;Laptop;Portátil;Electronics;Electrónica;1.001,43 €;5;45;Female;Femenino;22%;Debit Card;Si;1.101,57 €;Tarjeta de Débito;Europe;Europa;16/8/24;3.905,58 €;Adultos Mayores
10815;Headphones;Auriculares;Accessories;Accesorios;1.054,81 €;8;40;Female;Femenino;15%;Credit Card;Si;1.265,77 €;Tarjeta de Crédito;South America;América del Sur;25/3/24;7.172,71 €;Adultos Mayores
10816;Laptop;Portátil;Electronics;Electrónica;1.130,48 €;6;26;Female;Femenino;5%;PayPal;Si;339,14 €;Paypal;South America;América del Sur;11/3/23;6.443,74 €;Adultos
10817;Laptop;Portátil;Electronics;Electrónica;1.004,72 €;10;27;Male;Masculino;20%;Debit Card;Si;2.009,44 €;Tarjeta de Débito;South America;América del Sur;13/3/23;8.037,76 €;Adultos
10818;Smartwatch;Reloj Inteligente;Electronics;Electrónica;867,76 €;7;62;Male;Masculino;1%;Debit Card;Si;60,74 €;Tarjeta de Débito;Asia;Asia;28/2/24;6.013,58 €;Tercera Edad
10819;Smartwatch;Reloj Inteligente;Electronics;Electrónica;928,56 €;7;53;Male;Masculino;10%;PayPal;Si;649,99 €;Paypal;South America;América del Sur;9/9/24;5.849,93 €;Adultos Mayores
10820;Headphones;Auriculares;Accessories;Accesorios;1.238,54 €;9;22;Male;Masculino;10%;Bank Transfer;Si;1.114,69 €;Transferencia Bancaria;South America;América del Sur;12/5/23;10.032,17 €;Jóvenes
10821;Laptop;Portátil;Electronics;Electrónica;105,85 €;9;63;Female;Femenino;20%;Debit Card;Si;190,53 €;Tarjeta de Débito;Europe;Europa;6/6/23;762,12 €;Tercera Edad
10822;Tablet;Tablet;Electronics;Electrónica;137,41 €;5;45;Male;Masculino;24%;Debit Card;Si;164,89 €;Tarjeta de Débito;Europe;Europa;27/10/24;522,16 €;Adultos Mayores
10823;Laptop;Portátil;Electronics;Electrónica;335,00 €;3;18;Female;Femenino;18%;PayPal;Si;180,90 €;Paypal;Africa;África;17/7/24;824,10 €;Jóvenes
10824;Tablet;Tablet;Electronics;Electrónica;1.490,49 €;5;43;Male;Masculino;21%;Debit Card;Si;1.565,01 €;Tarjeta de Débito;South America;América del Sur;27/11/24;5.887,44 €;Adultos Mayores
10825;Smartwatch;Reloj Inteligente;Electronics;Electrónica;968,38 €;2;36;Female;Femenino;29%;Debit Card;Si;561,66 €;Tarjeta de Débito;North America;América del Norte;3/3/24;1.375,10 €;Adultos
10826;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.383,55 €;3;48;Male;Masculino;6%;Bank Transfer;Si;249,04 €;Transferencia Bancaria;Africa;África;8/9/23;3.901,61 €;Adultos Mayores
10827;Headphones;Auriculares;Accessories;Accesorios;1.076,20 €;5;59;Male;Masculino;14%;PayPal;Si;753,34 €;Paypal;Africa;África;31/8/24;4.627,66 €;Adultos Mayores
10828;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.495,46 €;10;34;Female;Femenino;24%;Credit Card;Si;3.589,10 €;Tarjeta de Crédito;Africa;África;17/9/24;11.365,50 €;Adultos
