Venta_ID;Tipo de Producto;Categoria;Precio;Cantidad;Edad del Cliente;Género;Descuento;Método de Pago;Región;Fecha de Venta
7317;Headphones;Accessories;17816;6;24;Male;1;PayPal;North America;2/11/23
7318;Smartphone;Electronics;103521;10;33;Female;8;PayPal;Africa;25/7/24
7319;Smartphone;Electronics;60385;3;61;Female;27;Credit Card;Europe;24/1/23
7320;Headphones;Accessories;78772;2;43;Female;29;Credit Card;Africa;19/5/23
7321;Headphones;Accessories;105658;4;37;Female;11;Credit Card;Asia;18/3/24
7322;Laptop;Electronics;41893;6;63;Male;0;Credit Card;North America;12/6/23
7323;Smartwatch;Electronics;11612;1;54;Male;3;PayPal;Africa;26/8/23
7324;Tablet;Electronics;130622;5;26;Male;21;Bank Transfer;South America;4/11/23
7325;Headphones;Accessories;130538;10;28;Male;17;Debit Card;Europe;17/1/25
7326;Smartphone;Electronics;30025;7;49;Female;12;Credit Card;South America;17/1/24
7327;Smartphone;Electronics;5712;3;52;Female;21;Debit Card;Europe;31/5/24
7328;Headphones;Accessories;132813;5;39;Female;19;Debit Card;North America;16/8/23
7329;Headphones;Accessories;123683;7;18;Female;25;Debit Card;Africa;24/3/23
7330;Smartwatch;Electronics;55534;8;53;Female;1;Credit Card;South America;22/1/25
7331;Headphones;Accessories;10402;8;29;Female;1;Debit Card;South America;13/3/24
7332;Headphones;Accessories;86775;10;61;Male;5;Bank Transfer;Asia;21/8/24
7333;Smartphone;Electronics;123104;3;56;Male;7;Credit Card;North America;19/12/24
7334;Smartphone;Electronics;114772;9;33;Female;6;PayPal;Asia;27/12/23
7335;Tablet;Electronics;39958;1;33;Female;26;Credit Card;Europe;11/8/24
7336;Smartphone;Electronics;38779;6;42;Male;11;PayPal;Africa;13/1/23
7337;Tablet;Electronics;100672;5;47;Female;12;PayPal;North America;9/2/23
7338;Headphones;Accessories;105109;5;42;Female;28;Credit Card;Africa;2/2/25
7339;Tablet;Electronics;16095;8;45;Female;7;Bank Transfer;Europe;29/5/24
7340;Headphones;Accessories;72992;9;42;Male;1;Credit Card;South America;23/10/23
7341;Smartphone;Electronics;8863;9;55;Male;24;Bank Transfer;South America;14/8/23
7342;Laptop;Electronics;60968;2;21;Male;8;PayPal;Africa;30/7/23
7343;Smartphone;Electronics;44555;4;63;Male;24;PayPal;South America;23/12/24
7344;Smartwatch;Electronics;98777;7;53;Female;25;PayPal;South America;2/7/24
7345;Tablet;Electronics;6497;10;60;Male;17;Debit Card;Asia;7/10/23
7346;Tablet;Electronics;74692;1;28;Male;23;Bank Transfer;Africa;7/6/23
7347;Smartphone;Electronics;27943;7;24;Female;4;Credit Card;Africa;10/6/24
7348;Headphones;Accessories;20222;2;56;Male;2;Credit Card;Asia;18/3/24
7349;Headphones;Accessories;24619;10;26;Male;26;PayPal;South America;2/3/23
7350;Tablet;Electronics;100587;9;43;Male;11;PayPal;North America;25/6/23
7351;Laptop;Electronics;25103;1;24;Male;15;PayPal;Asia;27/2/24
7352;Laptop;Electronics;41501;6;23;Male;23;Credit Card;North America;25/7/24
7353;Laptop;Electronics;29506;2;56;Male;27;Credit Card;Europe;10/3/23
7354;Smartwatch;Electronics;40858;10;55;Female;28;Credit Card;Europe;6/1/25
7355;Laptop;Electronics;88606;9;46;Female;16;PayPal;North America;12/2/23
7356;Headphones;Accessories;29344;1;64;Male;11;PayPal;South America;27/5/23
7357;Headphones;Accessories;119143;8;29;Female;3;Bank Transfer;South America;11/6/24
7358;Smartwatch;Electronics;2517;9;29;Female;21;Debit Card;Africa;31/10/23
7359;Tablet;Electronics;147026;6;32;Male;3;Debit Card;Asia;30/4/23
7360;Headphones;Accessories;14019;4;28;Male;18;Debit Card;Europe;10/11/24
7361;Tablet;Electronics;6093;9;65;Male;14;PayPal;South America;8/1/23
7362;Smartwatch;Electronics;99158;9;56;Female;28;Debit Card;Asia;2/7/23
7363;Tablet;Electronics;36227;3;37;Male;24;Bank Transfer;North America;10/4/23
7364;Tablet;Electronics;86258;1;44;Female;25;Credit Card;Asia;22/1/25
7365;Smartphone;Electronics;38206;9;50;Male;23;Debit Card;South America;24/1/25
7366;Tablet;Electronics;13921;8;36;Male;0;Debit Card;North America;1/1/24
7367;Laptop;Electronics;84501;1;54;Female;2;Debit Card;Asia;29/11/24
7368;Headphones;Accessories;6490;6;47;Female;19;Debit Card;Africa;10/11/23
7369;Laptop;Electronics;96287;4;56;Male;27;Bank Transfer;Europe;4/4/23
7370;Smartphone;Electronics;84699;4;55;Female;12;Debit Card;Europe;26/2/24
7371;Smartphone;Electronics;94288;7;19;Male;24;Bank Transfer;South America;27/6/23
7372;Smartphone;Electronics;79082;8;27;Female;14;Credit Card;Africa;30/7/23
7373;Tablet;Electronics;1958;4;29;Female;25;Credit Card;Africa;17/2/24
7374;Laptop;Electronics;125659;10;24;Male;19;Credit Card;South America;12/4/23
7375;Headphones;Accessories;54425;3;23;Male;15;Debit Card;North America;23/9/24
7376;Smartwatch;Electronics;7467;6;31;Male;21;PayPal;South America;19/1/25
7377;Headphones;Accessories;42516;6;48;Male;4;PayPal;South America;1/12/24
7378;Smartwatch;Electronics;61391;3;50;Female;12;Bank Transfer;Europe;13/7/23
7379;Tablet;Electronics;58657;2;53;Female;1;Credit Card;Africa;9/7/23
7380;Laptop;Electronics;49433;5;23;Female;2;Debit Card;South America;4/6/24
7381;Laptop;Electronics;123652;1;44;Female;16;Debit Card;North America;16/12/24
7382;Smartphone;Electronics;90746;10;41;Female;11;PayPal;South America;21/2/24
7383;Laptop;Electronics;75252;2;53;Male;16;Bank Transfer;Asia;10/6/23
7384;Smartphone;Electronics;75503;1;49;Female;1;Credit Card;North America;23/12/24
7385;Laptop;Electronics;135523;6;23;Male;22;Debit Card;Europe;16/8/23
7386;Tablet;Electronics;50749;9;63;Female;3;Credit Card;Europe;16/6/23
7387;Tablet;Electronics;75238;4;62;Male;17;PayPal;South America;12/5/23
7388;Tablet;Electronics;135012;6;61;Male;4;Debit Card;Europe;8/3/24
7389;Laptop;Electronics;134566;3;62;Female;21;Debit Card;South America;19/12/24
7390;Headphones;Accessories;111024;2;18;Female;5;Debit Card;Africa;29/8/24
7391;Tablet;Electronics;78545;4;59;Female;1;Debit Card;Africa;18/8/23
7392;Laptop;Electronics;129253;4;31;Male;27;Debit Card;North America;20/12/23
7393;Smartwatch;Electronics;5614;5;45;Female;18;PayPal;Europe;25/1/24
7394;Laptop;Electronics;97374;10;53;Female;13;Bank Transfer;Asia;22/8/24
7395;Tablet;Electronics;86211;9;33;Male;26;PayPal;Africa;10/10/23
7396;Headphones;Accessories;37102;6;25;Female;7;Debit Card;Asia;12/4/23
7397;Headphones;Accessories;121776;1;48;Female;15;Bank Transfer;Africa;21/9/24
7398;Tablet;Electronics;136735;8;43;Male;2;Debit Card;Asia;14/6/24
7399;Smartwatch;Electronics;113749;10;30;Female;9;Credit Card;Africa;12/5/23
7400;Smartphone;Electronics;8574;1;40;Male;16;Debit Card;Europe;23/1/25
7401;Smartphone;Electronics;44628;10;49;Female;2;Credit Card;Asia;17/8/23
7402;Headphones;Accessories;85325;9;44;Male;26;Debit Card;South America;13/4/23
7403;Headphones;Accessories;11753;8;45;Male;4;PayPal;South America;25/2/23
7404;Laptop;Electronics;140752;8;36;Female;3;Credit Card;South America;12/1/25
7405;Tablet;Electronics;92296;8;44;Female;21;PayPal;Africa;12/12/23
7406;Laptop;Electronics;10884;5;30;Male;5;Credit Card;North America;26/7/23
7407;Smartwatch;Electronics;131008;4;29;Female;19;PayPal;Europe;26/2/23
7408;Smartwatch;Electronics;50147;10;50;Female;15;Debit Card;Asia;11/6/24
7409;Headphones;Accessories;112836;4;59;Male;14;Bank Transfer;North America;3/1/24
7410;Headphones;Accessories;77794;10;62;Male;12;PayPal;Asia;5/5/23
7411;Smartwatch;Electronics;69918;5;65;Male;2;Credit Card;Europe;25/8/23
7412;Smartphone;Electronics;137494;2;28;Female;15;PayPal;Asia;20/8/23
7413;Smartwatch;Electronics;5605;6;21;Female;25;Bank Transfer;Africa;17/1/23
7414;Tablet;Electronics;66073;1;20;Female;24;Debit Card;South America;14/8/24
7415;Smartwatch;Electronics;54637;2;32;Female;16;Debit Card;Asia;13/5/23
7416;Smartphone;Electronics;98173;8;26;Female;11;Bank Transfer;Europe;15/7/24
7417;Headphones;Accessories;123601;1;31;Female;1;PayPal;Europe;19/1/24
7418;Tablet;Electronics;43534;5;31;Male;1;Credit Card;North America;30/10/23
7419;Smartphone;Electronics;117901;8;63;Male;18;PayPal;Asia;28/9/23
7420;Headphones;Accessories;7788;10;49;Male;27;PayPal;North America;9/9/24
7421;Smartphone;Electronics;125186;2;57;Female;22;Credit Card;Europe;3/11/24
7422;Smartphone;Electronics;12292;1;56;Male;26;PayPal;South America;5/2/23
7423;Smartwatch;Electronics;8582;10;59;Female;3;Credit Card;South America;26/6/23
7424;Headphones;Accessories;73241;6;52;Female;8;Debit Card;South America;31/8/23
7425;Headphones;Accessories;133243;8;54;Female;19;Credit Card;North America;14/2/23
7426;Smartwatch;Electronics;4137;10;33;Female;6;Debit Card;North America;29/10/23
7427;Tablet;Electronics;75868;6;27;Male;28;Bank Transfer;Europe;20/11/24
7428;Headphones;Accessories;120009;3;60;Female;22;Bank Transfer;North America;31/10/24
7429;Tablet;Electronics;135841;8;24;Female;1;PayPal;Asia;31/8/24
7430;Tablet;Electronics;73289;7;51;Female;23;Debit Card;Europe;21/7/23
7431;Smartwatch;Electronics;77973;4;49;Male;17;Debit Card;Asia;17/7/23
7432;Laptop;Electronics;38654;7;43;Male;15;PayPal;North America;4/3/24
7433;Tablet;Electronics;7799;4;45;Male;26;Bank Transfer;South America;20/5/24
7434;Headphones;Accessories;21777;6;44;Male;26;Bank Transfer;North America;1/11/23
7435;Headphones;Accessories;101445;6;28;Male;26;PayPal;North America;6/2/25
7436;Headphones;Accessories;142035;5;59;Female;25;Credit Card;North America;25/3/24
7437;Smartwatch;Electronics;138795;10;53;Female;16;Debit Card;North America;2/9/23
7438;Smartwatch;Electronics;119572;9;61;Male;25;PayPal;Asia;16/1/23
7439;Smartwatch;Electronics;11948;4;19;Female;14;Credit Card;North America;29/7/24
7440;Smartwatch;Electronics;24951;3;59;Female;14;Credit Card;Asia;29/4/24
7441;Smartphone;Electronics;59878;1;27;Female;16;Debit Card;Asia;18/3/23
7442;Smartwatch;Electronics;3966;10;41;Female;9;Debit Card;Asia;3/12/23
7443;Smartphone;Electronics;74193;1;25;Male;13;PayPal;Europe;9/8/23
7444;Headphones;Accessories;115199;1;33;Male;2;PayPal;North America;26/8/24
7445;Tablet;Electronics;111353;4;39;Male;12;Debit Card;South America;3/8/23
7446;Smartphone;Electronics;1315;1;64;Male;5;Bank Transfer;Asia;6/8/23
7447;Smartwatch;Electronics;3324;6;49;Female;1;Bank Transfer;South America;18/8/23
7448;Smartwatch;Electronics;6004;3;49;Female;26;Bank Transfer;South America;30/5/24
7449;Smartphone;Electronics;103591;1;20;Female;22;Debit Card;South America;11/11/24
7450;Smartphone;Electronics;41046;4;53;Male;4;Debit Card;Asia;20/1/24
7451;Headphones;Accessories;120256;7;64;Female;28;Debit Card;Europe;19/4/24
7452;Headphones;Accessories;48979;5;44;Male;29;Bank Transfer;Asia;9/10/23
7453;Smartphone;Electronics;91105;1;22;Female;28;Credit Card;South America;17/2/23
7454;Smartwatch;Electronics;4519;7;40;Female;9;Bank Transfer;Africa;8/10/24
7455;Smartphone;Electronics;109483;10;39;Male;8;Bank Transfer;Africa;12/6/23
7456;Headphones;Accessories;15563;4;59;Female;13;Credit Card;North America;19/1/25
7457;Headphones;Accessories;137529;9;38;Female;25;Bank Transfer;North America;18/10/24
7458;Tablet;Electronics;81542;4;43;Male;15;PayPal;Europe;29/12/23
7459;Tablet;Electronics;114672;8;19;Female;24;PayPal;Asia;27/11/24
7460;Headphones;Accessories;114024;1;25;Male;0;Debit Card;South America;15/8/23
7461;Smartwatch;Electronics;144452;9;20;Female;9;Credit Card;Africa;16/12/23
7462;Laptop;Electronics;67858;1;41;Male;21;Credit Card;North America;11/4/23
7463;Smartwatch;Electronics;106801;1;29;Male;28;PayPal;Europe;7/8/23
7464;Headphones;Accessories;19316;6;42;Male;13;PayPal;Asia;8/9/24
7465;Tablet;Electronics;56765;8;44;Male;1;Debit Card;North America;26/1/23
7466;Tablet;Electronics;15002;2;59;Female;1;Credit Card;North America;21/11/24
7467;Smartwatch;Electronics;79011;7;48;Male;6;Bank Transfer;Asia;18/9/23
7468;Smartwatch;Electronics;124326;8;41;Male;25;Credit Card;Europe;2/9/24
7469;Laptop;Electronics;53934;6;23;Female;1;PayPal;Europe;13/11/23
7470;Tablet;Electronics;35677;8;39;Female;0;Bank Transfer;Europe;2/5/23
7471;Smartwatch;Electronics;123137;3;43;Male;18;PayPal;Africa;3/11/24
7472;Laptop;Electronics;83641;6;51;Female;17;Debit Card;North America;21/11/24
7473;Smartphone;Electronics;42892;3;20;Male;26;PayPal;Africa;24/2/23
7474;Tablet;Electronics;11713;7;22;Male;15;Debit Card;South America;12/3/24
7475;Headphones;Accessories;98772;2;44;Female;5;Debit Card;Asia;5/10/24
7476;Smartwatch;Electronics;16978;9;45;Female;2;Debit Card;Europe;12/1/23
7477;Laptop;Electronics;144694;6;57;Female;3;Bank Transfer;Asia;11/8/23
7478;Headphones;Accessories;69848;10;44;Female;29;Bank Transfer;Europe;23/8/23
7479;Laptop;Electronics;14038;7;60;Male;8;Debit Card;Africa;11/11/23
7480;Smartphone;Electronics;7228;2;40;Male;26;Debit Card;South America;15/4/23
7481;Tablet;Electronics;52715;1;32;Male;17;Bank Transfer;South America;23/11/24
7482;Smartphone;Electronics;876;10;44;Male;28;Bank Transfer;Africa;5/2/24
7483;Smartphone;Electronics;128659;8;65;Female;25;Credit Card;North America;18/3/24
7484;Headphones;Accessories;14547;9;56;Male;12;Credit Card;Europe;16/12/23
7485;Tablet;Electronics;94316;3;30;Male;5;Credit Card;South America;23/1/25
7486;Smartwatch;Electronics;22875;5;26;Female;11;Debit Card;South America;27/5/24
7487;Smartphone;Electronics;126526;4;63;Male;26;Bank Transfer;Europe;5/3/24
7488;Laptop;Electronics;109998;1;25;Female;6;PayPal;North America;18/4/24
7489;Smartphone;Electronics;13198;1;18;Male;21;Bank Transfer;North America;6/10/24
7490;Smartphone;Electronics;121396;7;22;Male;26;Debit Card;North America;20/12/23
7491;Headphones;Accessories;136509;9;24;Male;11;Bank Transfer;North America;3/2/23
7492;Laptop;Electronics;62389;9;34;Female;2;Debit Card;Europe;7/3/23
7493;Tablet;Electronics;84906;6;33;Female;29;Bank Transfer;Africa;18/12/23
7494;Smartphone;Electronics;31718;1;50;Male;23;Debit Card;South America;4/6/24
7495;Laptop;Electronics;57042;10;34;Male;3;Bank Transfer;Africa;13/5/23
7496;Smartwatch;Electronics;66744;10;26;Male;18;Credit Card;North America;13/2/23
7497;Tablet;Electronics;75982;7;40;Male;2;Debit Card;South America;10/12/24
7498;Tablet;Electronics;112041;10;24;Female;5;PayPal;Asia;30/8/23
7499;Headphones;Accessories;83327;5;36;Female;2;Debit Card;South America;12/8/24
7500;Smartphone;Electronics;122904;8;47;Female;27;Credit Card;Europe;11/11/24
7501;Smartwatch;Electronics;146183;1;25;Female;11;Credit Card;Asia;20/1/25
7502;Tablet;Electronics;14637;3;26;Male;29;Bank Transfer;Europe;31/7/24
7503;Smartwatch;Electronics;12822;8;45;Male;25;PayPal;Asia;7/1/24
7504;Tablet;Electronics;8782;10;36;Male;26;Credit Card;North America;4/6/24
7505;Headphones;Accessories;82924;10;22;Male;23;Bank Transfer;Asia;11/1/25
7506;Smartphone;Electronics;34439;9;39;Male;15;Credit Card;Europe;5/5/23
7507;Headphones;Accessories;137037;6;36;Male;5;PayPal;Africa;25/1/23
7508;Smartphone;Electronics;139519;1;54;Female;13;Bank Transfer;South America;24/10/24
7509;Headphones;Accessories;76393;4;24;Female;6;Bank Transfer;Africa;30/11/24
7510;Tablet;Electronics;109381;3;61;Female;29;Credit Card;North America;20/5/24
7511;Smartphone;Electronics;120525;1;37;Female;12;PayPal;Europe;19/9/23
7512;Tablet;Electronics;48314;3;22;Female;27;PayPal;North America;20/12/23
7513;Tablet;Electronics;118244;2;55;Female;13;Debit Card;North America;8/3/23
7514;Smartwatch;Electronics;46571;10;46;Female;3;PayPal;Asia;1/6/23
7515;Laptop;Electronics;138519;8;62;Male;5;Bank Transfer;Europe;29/6/23
7516;Smartphone;Electronics;35347;8;52;Female;28;Bank Transfer;Europe;26/4/24
7517;Smartwatch;Electronics;93454;3;29;Female;24;PayPal;Europe;20/1/24
7518;Laptop;Electronics;13204;9;45;Female;9;Bank Transfer;South America;10/5/23
7519;Tablet;Electronics;139475;3;30;Female;29;PayPal;Europe;18/1/23
7520;Tablet;Electronics;74234;7;26;Female;25;PayPal;Asia;28/1/23
7521;Smartphone;Electronics;8708;1;43;Female;9;Bank Transfer;Africa;31/10/24
7522;Headphones;Accessories;131855;6;19;Male;18;PayPal;Africa;23/8/23
7523;Smartwatch;Electronics;1683;2;59;Female;5;Bank Transfer;South America;13/6/24
7524;Smartphone;Electronics;113348;1;20;Male;19;Debit Card;Europe;11/10/24
7525;Headphones;Accessories;8268;10;24;Female;3;Credit Card;Europe;7/1/25
7526;Smartphone;Electronics;12865;6;33;Female;7;Credit Card;South America;31/7/24
7527;Smartwatch;Electronics;76674;1;49;Female;21;Credit Card;South America;29/6/24
7528;Smartwatch;Electronics;6352;9;44;Male;25;PayPal;Asia;20/12/23
7529;Smartphone;Electronics;64249;3;64;Female;2;Debit Card;Asia;8/12/23
7530;Tablet;Electronics;145548;5;24;Male;13;Credit Card;Europe;6/6/23
7531;Headphones;Accessories;58189;6;45;Male;3;PayPal;Africa;24/11/24
7532;Smartphone;Electronics;126075;3;19;Female;4;Debit Card;Europe;1/10/24
7533;Smartphone;Electronics;779;8;41;Female;4;Credit Card;Africa;4/6/24
7534;Headphones;Accessories;54477;5;26;Male;7;Bank Transfer;North America;24/12/23
7535;Laptop;Electronics;114378;2;61;Female;4;Bank Transfer;Africa;30/5/23
7536;Tablet;Electronics;143126;5;30;Female;1;Debit Card;Europe;16/4/24
7537;Laptop;Electronics;114892;9;18;Male;27;Credit Card;North America;5/11/23
7538;Smartwatch;Electronics;12812;4;56;Male;29;Credit Card;Asia;24/12/24
7539;Laptop;Electronics;13572;4;64;Male;23;PayPal;South America;26/10/23
7540;Headphones;Accessories;32978;5;27;Female;12;Credit Card;Europe;24/3/23
7541;Laptop;Electronics;24979;2;45;Female;18;Bank Transfer;Asia;4/10/23
7542;Tablet;Electronics;95199;9;50;Male;1;Credit Card;Asia;2/2/23
7543;Smartwatch;Electronics;13112;4;45;Female;6;Bank Transfer;Asia;1/11/23
7544;Smartphone;Electronics;39025;6;55;Male;17;Bank Transfer;Africa;22/8/23
7545;Smartphone;Electronics;12901;4;21;Male;28;Bank Transfer;Africa;24/4/23
7546;Smartphone;Electronics;8730;10;30;Female;0;Debit Card;South America;19/5/24
7547;Tablet;Electronics;34356;5;34;Female;15;Bank Transfer;Africa;27/3/23
7548;Tablet;Electronics;59817;8;32;Male;18;Credit Card;Africa;27/10/24
7549;Laptop;Electronics;7135;6;44;Male;28;Debit Card;North America;4/6/24
7550;Headphones;Accessories;28312;10;56;Male;19;PayPal;Europe;16/2/24
7551;Smartwatch;Electronics;21494;2;29;Female;16;PayPal;Asia;14/12/23
7552;Laptop;Electronics;11735;8;54;Female;1;Debit Card;North America;6/12/24
7553;Smartwatch;Electronics;9399;5;65;Male;16;Bank Transfer;Asia;18/1/24
7554;Tablet;Electronics;71709;4;30;Male;0;Credit Card;South America;2/8/24
7555;Smartwatch;Electronics;63209;5;33;Male;21;Credit Card;North America;6/8/24
7556;Tablet;Electronics;14246;5;56;Female;13;Credit Card;Europe;11/7/23
7557;Headphones;Accessories;139375;4;52;Male;21;Bank Transfer;North America;4/5/23
7558;Headphones;Accessories;8547;6;52;Female;21;Credit Card;North America;17/1/23
7559;Laptop;Electronics;148956;7;59;Female;24;Credit Card;Europe;15/9/23
7560;Smartphone;Electronics;7026;5;44;Male;4;Credit Card;North America;5/9/23
7561;Headphones;Accessories;117665;3;28;Male;21;Credit Card;South America;16/8/24
7562;Smartwatch;Electronics;86342;8;63;Male;15;PayPal;North America;22/1/23
7563;Laptop;Electronics;23226;10;18;Male;6;Bank Transfer;Europe;7/3/23
7564;Headphones;Accessories;10595;5;19;Male;9;Debit Card;Africa;25/7/24
7565;Smartwatch;Electronics;14668;5;44;Male;7;PayPal;South America;23/3/24
7566;Laptop;Electronics;96598;8;35;Female;5;Bank Transfer;North America;3/1/23
7567;Tablet;Electronics;64732;1;56;Female;29;PayPal;North America;5/1/23
7568;Headphones;Accessories;122959;10;62;Male;26;Debit Card;Africa;24/2/24
7569;Laptop;Electronics;88884;6;46;Female;2;Credit Card;Asia;18/2/23
7570;Laptop;Electronics;11202;9;20;Female;7;Bank Transfer;Africa;23/7/24
7571;Laptop;Electronics;120635;1;40;Female;1;Credit Card;North America;4/5/23
7572;Headphones;Accessories;9952;6;55;Male;12;Bank Transfer;North America;13/9/23
7573;Smartwatch;Electronics;109762;9;23;Male;17;Credit Card;South America;19/2/23
7574;Headphones;Accessories;129737;7;34;Female;13;Debit Card;Europe;2/8/23
7575;Headphones;Accessories;144846;4;53;Female;0;Bank Transfer;North America;25/1/24
7576;Smartwatch;Electronics;34531;10;42;Male;17;Credit Card;Europe;30/4/24
7577;Laptop;Electronics;117476;9;45;Male;5;Debit Card;Asia;15/9/23
7578;Smartwatch;Electronics;16016;4;55;Female;13;PayPal;Asia;21/5/24
7579;Laptop;Electronics;92181;10;22;Male;21;PayPal;South America;13/9/24
7580;Tablet;Electronics;135655;9;52;Female;1;PayPal;North America;25/11/23
7581;Smartwatch;Electronics;124018;8;24;Female;4;Bank Transfer;Asia;13/4/23
7582;Laptop;Electronics;123128;5;38;Female;8;Debit Card;Asia;28/2/24
7583;Tablet;Electronics;121199;7;32;Female;16;Bank Transfer;Africa;3/1/24
7584;Laptop;Electronics;53594;5;44;Male;3;Bank Transfer;Europe;5/2/25
7585;Smartwatch;Electronics;29071;5;65;Male;22;Debit Card;Europe;31/3/24
7586;Headphones;Accessories;109443;9;65;Female;4;Bank Transfer;Africa;26/4/24
7587;Headphones;Accessories;109124;5;64;Female;18;Bank Transfer;Africa;12/9/24
7588;Laptop;Electronics;79834;4;28;Male;4;PayPal;South America;25/7/23
7589;Laptop;Electronics;10095;3;32;Male;14;Bank Transfer;Asia;9/1/23
7590;Tablet;Electronics;133915;9;49;Male;22;PayPal;Asia;8/8/23
7591;Tablet;Electronics;78332;2;18;Male;23;Bank Transfer;North America;8/6/23
7592;Smartwatch;Electronics;146147;4;60;Female;27;Bank Transfer;Europe;19/9/23
7593;Tablet;Electronics;139738;3;56;Female;13;Bank Transfer;Africa;14/9/23
7594;Laptop;Electronics;83289;4;60;Female;3;PayPal;Europe;6/2/25
7595;Laptop;Electronics;28831;5;29;Male;6;Debit Card;Asia;20/2/23
7596;Laptop;Electronics;2670;2;37;Female;2;Credit Card;Asia;21/8/23
7597;Smartphone;Electronics;15825;1;58;Female;28;PayPal;Europe;30/1/23
7598;Headphones;Accessories;13473;10;57;Female;1;PayPal;Europe;28/10/23
7599;Smartphone;Electronics;64656;9;43;Male;8;PayPal;Asia;23/5/23
7600;Laptop;Electronics;58619;2;57;Female;2;PayPal;North America;6/8/23
7601;Smartwatch;Electronics;39223;5;43;Male;15;Bank Transfer;Asia;10/2/24
7602;Laptop;Electronics;24505;2;63;Male;1;Debit Card;Europe;29/4/23
7603;Smartwatch;Electronics;13645;2;52;Male;12;Bank Transfer;Africa;9/12/24
7604;Smartwatch;Electronics;4477;4;43;Male;22;PayPal;South America;28/10/23
7605;Headphones;Accessories;115226;2;24;Female;13;Debit Card;Asia;18/2/24
7606;Smartphone;Electronics;106957;2;37;Female;29;Debit Card;North America;5/10/23
7607;Smartwatch;Electronics;27328;1;50;Male;4;Credit Card;Africa;13/8/23
7608;Smartwatch;Electronics;54878;9;20;Male;15;Credit Card;Africa;19/3/24
7609;Smartwatch;Electronics;65767;6;45;Male;23;PayPal;South America;21/2/24
7610;Headphones;Accessories;5057;8;46;Male;21;PayPal;Africa;1/8/24
7611;Laptop;Electronics;1107;9;59;Female;21;Credit Card;North America;7/6/23
7612;Smartphone;Electronics;137185;8;45;Male;7;Debit Card;Asia;23/5/23
7613;Smartphone;Electronics;117972;7;37;Female;14;Credit Card;Europe;22/4/23
7614;Tablet;Electronics;14531;1;40;Female;22;PayPal;South America;24/1/25
7615;Tablet;Electronics;109957;2;30;Female;5;PayPal;Africa;17/7/24
7616;Headphones;Accessories;140342;9;44;Female;26;PayPal;Asia;20/4/24
7617;Headphones;Accessories;136662;8;43;Female;27;PayPal;Europe;20/11/24
7618;Headphones;Accessories;125442;9;40;Male;5;Debit Card;Europe;30/9/23
7619;Tablet;Electronics;10433;8;29;Female;16;Bank Transfer;Asia;9/4/24
7620;Tablet;Electronics;82313;10;53;Female;5;Bank Transfer;Africa;30/7/23
7621;Smartphone;Electronics;61603;6;49;Female;13;Debit Card;Asia;13/9/24
7622;Smartwatch;Electronics;26996;5;61;Female;29;Bank Transfer;Asia;28/7/23
7623;Smartphone;Electronics;19019;6;59;Male;17;Bank Transfer;Europe;7/1/25
7624;Headphones;Accessories;106875;5;33;Female;8;PayPal;South America;29/12/23
7625;Laptop;Electronics;149582;1;33;Female;8;Debit Card;Africa;29/1/25
7626;Headphones;Accessories;93038;2;48;Female;0;Credit Card;Africa;13/3/23
7627;Smartwatch;Electronics;118397;3;19;Female;3;Bank Transfer;Asia;23/1/23
7628;Headphones;Accessories;14778;4;62;Female;14;Credit Card;North America;15/3/24
7629;Laptop;Electronics;49749;10;32;Male;15;PayPal;South America;3/1/24
7630;Smartphone;Electronics;25999;10;57;Female;5;Bank Transfer;South America;5/8/23
7631;Headphones;Accessories;145762;5;53;Male;29;PayPal;South America;21/9/24
7632;Smartwatch;Electronics;99396;5;30;Female;11;PayPal;Asia;23/11/24
7633;Tablet;Electronics;120013;6;65;Male;8;Credit Card;Africa;16/9/24
7634;Smartwatch;Electronics;140901;1;54;Female;12;Credit Card;North America;2/8/23
7635;Tablet;Electronics;105338;6;35;Male;16;Debit Card;Europe;28/1/25
7636;Smartwatch;Electronics;125872;8;41;Male;12;Credit Card;South America;16/2/24
7637;Smartphone;Electronics;123907;5;51;Female;26;Credit Card;Asia;9/4/24
7638;Smartphone;Electronics;101797;1;44;Male;13;Debit Card;Asia;10/6/24
7639;Headphones;Accessories;101319;1;53;Female;17;Bank Transfer;Europe;31/1/23
7640;Smartphone;Electronics;100279;8;28;Female;11;PayPal;North America;27/2/23
7641;Laptop;Electronics;48824;2;43;Male;8;Debit Card;South America;21/8/23
7642;Smartwatch;Electronics;55814;2;35;Female;8;Bank Transfer;Asia;14/1/25
7643;Tablet;Electronics;96404;2;36;Male;21;Bank Transfer;South America;2/12/23
7644;Tablet;Electronics;120857;1;56;Male;6;PayPal;Africa;24/10/24
7645;Smartphone;Electronics;85136;2;40;Female;9;Debit Card;Africa;12/3/24
7646;Tablet;Electronics;109947;3;57;Female;28;Bank Transfer;South America;5/12/23
7647;Laptop;Electronics;30521;9;40;Female;1;Debit Card;North America;17/8/23
7648;Laptop;Electronics;64279;3;40;Male;9;Credit Card;Africa;16/7/23
7649;Tablet;Electronics;131365;6;48;Male;7;Bank Transfer;Europe;10/11/23
7650;Headphones;Accessories;23353;7;48;Male;17;Credit Card;Europe;29/3/24
7651;Tablet;Electronics;59835;6;21;Female;16;PayPal;Africa;19/11/24
7652;Headphones;Accessories;48595;3;53;Female;22;Bank Transfer;South America;12/1/23
